	0
伴有流涕	[['伴有流涕', '伴有', '流涕', 1.8512039304761853e-07]]
伴有搔痒	[['伴有搔痒', '伴有', '搔痒', 2.842952462991866e-06]]
伴有排尿困难	[['伴有排尿困难', '伴有', '排尿困难', 2.424591565427846e-06], ['伴有排尿困难', '伴有排尿', '困难', 0.0011373976342129207]]
伴有排尿	[['伴有排尿', '伴有', '排尿', 6.00908247062224e-07]]
伴有恶心呕吐	[['伴有恶心呕吐', '伴有恶心', '呕吐', 2.6533570878841325e-07], ['伴有恶心呕吐', '伴有', '恶心呕吐', 4.514027883330797e-06]]
伴有恶心	[['伴有恶心', '伴有', '恶心', 2.919836614600959e-05]]
伴有少量	[['伴有少量', '伴有', '少量', 5.181936226325418e-07]]
伴有少许鼻塞	[['伴有少许鼻塞', '伴有', '少许鼻塞', 2.9807166792601947e-06], ['伴有少许鼻塞', '伴有少许', '鼻塞', 4.015566630870759e-06]]
伴有少许黄白粘痰	[['伴有少许黄白粘痰', '伴有', '少许黄白粘痰', 0.00017398869073510223], ['伴有少许黄白粘痰', '伴有少许', '黄白粘痰', 0.003205128205128205]]
伴有少许阴道流血	[['伴有少许阴道流血', '伴有', '少许阴道流血', 1.0381186798037125e-06], ['伴有少许阴道流血', '伴有少许', '阴道流血', 8.616727941176471e-05]]
伴有少许白粘痰	[['伴有少许白粘痰', '伴有', '少许白粘痰', 4.7279535525842996e-05], ['伴有少许白粘痰', '伴有少许', '白粘痰', 0.0012651821862348178]]
伴有少许瘙痒	[['伴有少许瘙痒', '伴有', '少许瘙痒', 0.0001822738664843928], ['伴有少许瘙痒', '伴有少许', '瘙痒', 0.000272655165576046]]
伴有少许头痛	[['伴有少许头痛', '伴有', '少许头痛', 2.3847134146806773e-06], ['伴有少许头痛', '伴有少许', '头痛', 9.3932699099749e-06]]
伴有少许头晕	[['伴有少许头晕', '伴有', '少许头晕', 2.606572145844228e-06], ['伴有少许头晕', '伴有少许', '头晕', 1.2638709840499482e-05]]
伴有少许咽痛	[['伴有少许咽痛', '伴有', '少许咽痛', 1.0874293170943888e-06], ['伴有少许咽痛', '伴有少许', '咽痛', 3.3748211344798726e-06]]
伴有少许咳嗽	[['伴有少许咳嗽', '伴有', '少许咳嗽', 5.45077351927012e-07], ['伴有少许咳嗽', '伴有少许', '咳嗽', 4.55825079860554e-06]]
伴有少许	[['伴有少许', '伴有', '少许', 1.7108032520659018e-06]]
伴有头部胀痛	[['伴有头部胀痛', '伴有', '头部胀痛', 3.222012791390782e-05]]
伴有头胀	[['伴有头胀', '伴有', '头胀', 2.040068400579088e-06]]
伴有头晕目眩	[['伴有头晕目眩', '伴有', '头晕目眩', 5.403375488667771e-06], ['伴有头晕目眩', '伴有头晕', '目眩', 0.004332129963898917]]
伴有头晕不适	[['伴有头晕不适', '伴有头晕', '不适', 5.209102385508438e-06], ['伴有头晕不适', '伴有', '头晕不适', 9.6413170484072e-06]]
伴有头晕	[['伴有头晕', '伴有', '头晕', 3.0456047201551602e-06]]
伴有头昏	[['伴有头昏', '伴有', '头昏', 2.3937123332266422e-05]]
伴有声音嘶哑	[['伴有声音嘶哑', '伴有', '声音嘶哑', 3.7562325288234503e-06]]
伴有声嘶	[['伴有声嘶', '伴有', '声嘶', 3.6045894493666818e-06]]
伴有四肢麻木	[['伴有四肢麻木', '伴有', '四肢麻木', 5.028574876737058e-06], ['伴有四肢麻木', '伴有四肢', '麻木', 0.0009188361408882082]]
伴有四肢倦怠	[['伴有四肢倦怠', '伴有', '四肢倦怠', 0.00011309264897781644], ['伴有四肢倦怠', '伴有四肢', '倦怠', 0.0304093567251462]]
伴有四肢	[['伴有四肢', '伴有', '四肢', 6.687757177702268e-07]]
伴有嗳气	[['伴有嗳气', '伴有', '嗳气', 1.6835360954030045e-06]]
伴有咽部异物感	[['伴有咽部异物感', '伴有', '咽部异物感', 3.3631834549310994e-06]]
伴有咽部不适	[['伴有咽部不适', '伴有', '咽部不适', 7.264056894418096e-07]]
伴有咽痛	[['伴有咽痛', '伴有', '咽痛', 9.355745989742666e-07]]
伴有咽痒	[['伴有咽痒', '伴有', '咽痒', 2.5099151102012612e-06]]
伴有咽干	[['伴有咽干', '伴有', '咽干', 1.5498725346080725e-06]]
伴有咽喉部疼痛	[['伴有咽喉部疼痛', '伴有咽喉部', '疼痛', 0.00012080242092932448], ['伴有咽喉部疼痛', '伴有', '咽喉部疼痛', 0.0004630344188918043]]
伴有咽喉部不适	[['伴有咽喉部不适', '伴有咽喉部', '不适', 1.1099395082967979e-05], ['伴有咽喉部不适', '伴有', '咽喉部不适', 0.00016570351498581163]]
伴有咽喉部	[['伴有咽喉部', '伴有', '咽喉部', 0.0002899811512251704]]
伴有咳痰	[['伴有咳痰', '伴有', '咳痰', 1.525815055117971e-07]]
伴有咳嗽	[['伴有咳嗽', '伴有', '咳嗽', 7.592458340493032e-07]]
伴有呼吸困难	[['伴有呼吸困难', '伴有', '呼吸困难', 1.0109434629868324e-05], ['伴有呼吸困难', '伴有呼吸', '困难', 0.0005762814680012132]]
伴有呼吸	[['伴有呼吸', '伴有', '呼吸', 1.635232055781036e-05], ['伴有呼吸', '伴有呼', '吸', 0.006830601092896175]]
伴有呼之可应	[['伴有呼之可应', '伴有', '呼之可应', 0.00010874293170943889]]
伴有呼之不应	[['伴有呼之不应', '伴有', '呼之不应', 5.118819968670263e-06]]
伴有呼	[['伴有呼', '伴有', '呼', 1.5262165853956336e-05]]
伴有呃逆	[['伴有呃逆', '伴有', '呃逆', 8.429684628638673e-06]]
伴有兴趣下降及意志活动力下降	[['伴有兴趣下降及意志活动力下降', '伴有', '兴趣下降及意志活动力下降', 3.790603283989155e-05]]
伴有兴趣下降	[['伴有兴趣下降', '伴有', '兴趣下降', 1.7498862573932695e-05]]
伴有全身酸痛	[['伴有全身酸痛', '伴有', '全身酸痛', 1.9161750080958396e-06]]
伴有全身肌肉酸痛	[['伴有全身肌肉酸痛', '伴有', '全身肌肉酸痛', 1.7812110026116117e-06]]
伴有全身乏力	[['伴有全身乏力', '伴有', '全身乏力', 1.268850543900106e-06]]
伴有低热	[['伴有低热', '伴有', '低热', 1.5918452949231676e-06]]
伴排黄色糊状	[['伴排黄色糊状', '伴', '排黄色糊状', 7.0652832169243815e-06], ['伴排黄色糊状', '伴排', '黄色糊状', 0.00922266139657444]]
伴排烂便	[['伴排烂便', '伴', '排烂便', 5.501772280580448e-06], ['伴排烂便', '伴排', '烂便', 0.020912216564390476]]
伴手指麻痹不适	[['伴手指麻痹不适', '伴', '手指麻痹不适', 7.177430569573975e-05]]
伴恶心欲呕	[['伴恶心欲呕', '伴', '恶心欲呕', 8.831604021155476e-06], ['伴恶心欲呕', '伴恶心', '欲呕', 1.2862918044836457e-05]]
伴恶心呕吐胃内容物多次	[['伴恶心呕吐胃内容物多次', '伴恶心', '呕吐胃内容物多次', 3.1386889639130664e-06], ['伴恶心呕吐胃内容物多次', '伴', '恶心呕吐胃内容物多次', 2.0186523476926804e-05], ['伴恶心呕吐胃内容物多次', '伴恶心呕吐胃内容', '物多次', 0.03600654664484452]]
伴恶心呕吐胃内容	[['伴恶心呕吐胃内容', '伴恶心', '呕吐胃内容', 3.064773132451148e-06], ['伴恶心呕吐胃内容', '伴恶心呕吐', '胃内容', 0.000825430277485072]]
伴恶心呕吐	[['伴恶心呕吐', '伴恶心', '呕吐', 1.8350845802665377e-06], ['伴恶心呕吐', '伴', '恶心呕吐', 1.1928400236365839e-05]]
伴恶心	[['伴恶心', '伴', '恶心', 1.1156195873000473e-05], ['伴恶心', '伴恶', '心', 0.3489579993587688]]
伴头部不适感	[['伴头部不适感', '伴', '头部不适感', 1.233620879145527e-05], ['伴头部不适感', '伴头', '部不适感', 0.0078125]]
伴头晕心悸	[['伴头晕心悸', '伴', '头晕心悸', 5.434833243787986e-06]]
伴咽部不适	[['伴咽部不适', '伴', '咽部不适', 4.844361094913797e-06], ['伴咽部不适', '伴咽', '部不适', 0.01291174726400345]]
伴咽痛等	[['伴咽痛等', '伴咽', '痛等', 0.000955240174672489]]
伴咽痒	[['伴咽痒', '伴', '咽痒', 5.009532088831847e-06], ['伴咽痒', '伴咽', '痒', 0.0010593113109951756]]
伴咽喉部不适	[['伴咽喉部不适', '伴', '咽喉部不适', 7.209472670331001e-06]]
伴关节肌肉疼痛	[['伴关节肌肉疼痛', '伴', '关节肌肉疼痛', 0.0005293355045060806]]
伴关节活动受限	[['伴关节活动受限', '伴', '关节活动受限', 7.718376623530837e-06]]
伴全身肌肉	[['伴全身肌肉', '伴', '全身肌肉', 8.831604021155476e-06], ['伴全身肌肉', '伴全身肌', '肉', 0.01598173515981735]]
伴侣治疗	[['伴侣治疗', '伴侣', '治疗', 0.0007507507507507507]]
伴伸长感	[['伴伸长感', '伴', '伸长感', 4.261599400684547e-05]]
伤风胶囊	[['伤风胶囊', '伤风', '胶囊', 0.0027548209366391185]]
伤害自己	[['伤害自己', '伤害', '自己', 0.0037397157816005983]]
伤处肿痛	[['伤处肿痛', '伤处', '肿痛', 0.000550487574709028]]
伤处疼痛	[['伤处疼痛', '伤处', '疼痛', 0.00010623148126880585], ['伤处疼痛', '伤', '处疼痛', 0.016488413547237075]]
伤后局部肿痛	[['伤后局部肿痛', '伤后', '局部肿痛', 0.008917197452229299]]
伤后局部疼痛	[['伤后局部疼痛', '伤后', '局部疼痛', 0.0003719373285601376], ['伤后局部疼痛', '伤', '后局部疼痛', 0.010101010101010102]]
伤口缝合	[['伤口缝合', '伤口', '缝合', 0.000345679012345679]]
伤口渗血	[['伤口渗血', '伤口', '渗血', 0.0001397624039133473]]
伤口渗液	[['伤口渗液', '伤口', '渗液', 0.0001046337817638266], ['伤口渗液', '伤', '口渗液', 0.026515151515151516]]
伤口换药	[['伤口换药', '伤口', '换药', 0.0003846153846153846]]
伤口拆线	[['伤口拆线', '伤口', '拆线', 0.00035353535353535354]]
伤口愈合良好	[['伤口愈合良好', '伤口', '愈合良好', 0.0049382716049382715], ['伤口愈合良好', '伤口愈合', '良好', 0.015873015873015872]]
伤口愈合	[['伤口愈合', '伤口', '愈合', 0.0013645224171539962]]
伤口处理	[['伤口处理', '伤口', '处理', 2.6392187912377936e-05]]
伤及上唇	[['伤及上唇', '伤及', '上唇', 0.006688963210702341]]
传染病接触史	[['传染病接触史', '传染病', '接触史', 0.08]]
传染病史	[['传染病史', '传染', '病史', 0.00012318071558520315], ['传染病史', '传染病', '史', 0.00020283975659229209]]
传染病	[['传染病', '传染', '病', 0.0001385809312638581]]
伞端闭锁	[['伞端闭锁', '伞端', '闭锁', 0.008687258687258687]]
伞端粘连	[['伞端粘连', '伞端', '粘连', 0.0018936133585815114]]
伞端积水	[['伞端积水', '伞端', '积水', 0.010745685444480626]]
会阴瘙痒	[['会阴瘙痒', '会阴', '瘙痒', 6.659149227094746e-06]]
会翻身	[['会翻身', '会', '翻身', 0.0013568521031207597]]
会加重	[['会加重', '会', '加重', 9.793551925412309e-06]]
优甲乐治疗	[['优甲乐治疗', '优甲乐', '治疗', 1.2796887796887798e-05]]
优生检查未见异常	[['优生检查未见异常', '优生', '检查未见异常', 6.320792880258899e-05], ['优生检查未见异常', '优生检查', '未见异常', 0.00030022817341179294]]
优生检查	[['优生检查', '优生', '检查', 6.1040304358055765e-06]]
优生五项	[['优生五项', '优生', '五项', 0.002340499306518724]]
优势卵泡生长	[['优势卵泡生长', '优势卵泡', '生长', 0.0004957038995373431], ['优势卵泡生长', '优势', '卵泡生长', 0.11290322580645161]]
优势卵泡	[['优势卵泡', '优势', '卵泡', 0.08202764976958525], ['优势卵泡', '优势卵', '泡', 0.1555944055944056]]
优势卵	[['优势卵', '优势', '卵', 0.004174573055028463]]
休息欠佳	[['休息欠佳', '休息', '欠佳', 0.00019033776301218163]]
休息时明显	[['休息时明显', '休息', '时明显', 1.836506817113305e-05]]
休息后自行缓解	[['休息后自行缓解', '休息后', '自行缓解', 0.0002967118927521377], ['休息后自行缓解', '休息', '后自行缓解', 0.0007161458333333333]]
休息后缓解	[['休息后缓解', '休息后', '缓解', 0.0005699692216620302], ['休息后缓解', '休息', '后缓解', 0.0034281177829099305]]
休息后稍缓解	[['休息后稍缓解', '休息后', '稍缓解', 0.0002236402671755725], ['休息后稍缓解', '休息', '后稍缓解', 0.0003829656862745098]]
休息后稍好转	[['休息后稍好转', '休息后', '稍好转', 6.643153927915741e-05], ['休息后稍好转', '休息', '后稍好转', 0.00030474290780141845]]
休息后症状缓解	[['休息后症状缓解', '休息后', '症状缓解', 7.396887389786378e-05], ['休息后症状缓解', '休息', '后症状缓解', 0.0001637840670859539], ['休息后症状缓解', '休息后症状', '缓解', 0.00017465723517596715]]
休息后症状稍缓解	[['休息后症状稍缓解', '休息后', '症状稍缓解', 0.0003128519584532599], ['休息后症状稍缓解', '休息', '后症状稍缓解', 0.0003175813008130081], ['休息后症状稍缓解', '休息后症状', '稍缓解', 0.0013020833333333333]]
休息后症状稍好转	[['休息后症状稍好转', '休息后', '症状稍好转', 0.00010260198637445621], ['休息后症状稍好转', '休息', '后症状稍好转', 0.0003338675213675214], ['休息后症状稍好转', '休息后症状', '稍好转', 0.0005274261603375527]]
休息后症状未	[['休息后症状未', '休息后症状', '未', 0.0002962962962962963]]
休息后症状可缓解	[['休息后症状可缓解', '休息后', '症状可缓解', 0.00017649913956669462], ['休息后症状可缓解', '休息', '后症状可缓解', 0.000462962962962963], ['休息后症状可缓解', '休息后症状', '可缓解', 0.0008268733850129199]]
休息后症状	[['休息后症状', '休息后', '症状', 1.927024853481877e-05], ['休息后症状', '休息', '后症状', 7.260687732342008e-05]]
休息后好转	[['休息后好转', '休息后', '好转', 2.689066591372802e-05], ['休息后好转', '休息', '后好转', 0.00044014084507042255]]
休息后可自行缓解	[['休息后可自行缓解', '休息后', '可自行缓解', 7.647492317746354e-05], ['休息后可自行缓解', '休息', '后可自行缓解', 0.0006661821705426356], ['休息后可自行缓解', '休息后可', '自行缓解', 0.0077738515901060075]]
休息后可缓解	[['休息后可缓解', '休息后', '可缓解', 0.003775371323746967], ['休息后可缓解', '休息', '后可缓解', 0.008065331715210356], ['休息后可缓解', '休息后可', '缓解', 0.03342939481268011]]
休息后可稍缓解	[['休息后可稍缓解', '休息后', '可稍缓解', 0.0006161640365590662], ['休息后可稍缓解', '休息', '后可稍缓解', 0.0007944915254237289], ['休息后可稍缓解', '休息后可', '稍缓解', 0.028125]]
休息后可好转	[['休息后可好转', '休息后可', '好转', 0.0011742257448994569], ['休息后可好转', '休息后', '可好转', 0.0013879250520471894], ['休息后可好转', '休息', '后可好转', 0.002170138888888889]]
休息后可以	[['休息后可以', '休息后可', '以', 0.0012236354854290774], ['休息后可以', '休息后', '可以', 0.0015108142493638677], ['休息后可以', '休息', '后可以', 0.005208333333333333]]
休息后可	[['休息后可', '休息后', '可', 8.546336527384172e-06], ['休息后可', '休息', '后可', 0.0002657312925170068]]
休息后	[['休息后', '休息', '后', 2.9099316188282795e-05]]
休息可自行缓解	[['休息可自行缓解', '休息', '可自行缓解', 3.7947783849423196e-05]]
休息可缓解	[['休息可缓解', '休息', '可缓解', 0.0003835594315245478]]
休息可稍缓解	[['休息可稍缓解', '休息', '可稍缓解', 8.174514200298954e-05]]
任何检查	[['任何检查', '任何', '检查', 0.00022862368541380886]]
任丈夫	[['任丈夫', '任', '丈夫', 0.0010162601626016261]]
以顶部	[['以顶部', '以', '顶部', 0.00012880373530832395]]
以踝部	[['以踝部', '以', '踝部', 0.0002683411152256749]]
以深呼吸时明显	[['以深呼吸时明显', '以', '深呼吸时明显', 0.00012441269887735834]]
以活动时多	[['以活动时多', '以', '活动时多', 0.005522460151344389]]
以来反复发热	[['以来反复发热', '以来反复', '发热', 1.264181821525109e-05], ['以来反复发热', '以来', '反复发热', 1.9138289802423255e-05]]
以来反复出现腹痛	[['以来反复出现腹痛', '以来反复出现', '腹痛', 2.2654161569480312e-05], ['以来反复出现腹痛', '以来', '反复出现腹痛', 0.0001788428865241885], ['以来反复出现腹痛', '以来反复', '出现腹痛', 0.0005042016806722689]]
以来反复出现咳嗽	[['以来反复出现咳嗽', '以来反复出现', '咳嗽', 1.4586402555537728e-05], ['以来反复出现咳嗽', '以来', '反复出现咳嗽', 0.00010771219302024989], ['以来反复出现咳嗽', '以来反复', '出现咳嗽', 0.0005911330049261083]]
以来反复出现	[['以来反复出现', '以来', '反复出现', 2.7755997030108316e-05], ['以来反复出现', '以来反复', '出现', 3.555134206316288e-05]]
以来反复	[['以来反复', '以来', '反复', 5.5326838357701845e-06], ['以来反复', '以', '来反复', 0.0005635163419739172]]
以来刷牙	[['以来刷牙', '以来', '刷牙', 4.429286441954201e-05]]
以早醒为主	[['以早醒为主', '以', '早醒为主', 0.0001932056029624859], ['以早醒为主', '以早醒为', '主', 0.02631578947368421]]
以抗感染	[['以抗感染', '以', '抗感染', 0.0010836156945180624]]
以左侧颞部	[['以左侧颞部', '以', '左侧颞部', 0.00019678348449882825]]
以左侧为甚	[['以左侧为甚', '以', '左侧为甚', 0.0006440186765416197], ['以左侧为甚', '以左侧为', '甚', 0.005632811124801971]]
以左侧为主	[['以左侧为主', '以', '左侧为主', 0.0002254065367895669], ['以左侧为主', '以左侧为', '主', 0.032036613272311214], ['以左侧为主', '以左', '侧为主', 0.043243243243243246]]
以左侧为	[['以左侧为', '以', '左侧为', 0.0006171845650190522]]
以夜间明显	[['以夜间明显', '以', '夜间明显', 0.00013597323305101377], ['以夜间明显', '以夜', '间明显', 9.166666666666666]]
以夜间为甚	[['以夜间为甚', '以', '夜间为甚', 8.492553976373007e-05], ['以夜间为甚', '以夜间为', '甚', 0.0031343868355752907]]
以夜间为	[['以夜间为', '以', '夜间为', 0.0008318574571995921], ['以夜间为', '以夜', '间为', 0.18902439024390244]]
以夜晚较频繁	[['以夜晚较频繁', '以夜晚较', '频繁', 0.001753067868770348]]
以夜晚较频	[['以夜晚较频', '以夜晚较', '频', 0.003277972027972028]]
以夜晚为甚	[['以夜晚为甚', '以', '夜晚为甚', 0.0006915882378770803]]
以夜晚为主	[['以夜晚为主', '以', '夜晚为主', 0.0007245210111093221]]
以吞咽时明显	[['以吞咽时明显', '以', '吞咽时明显', 0.0006510443348311647]]
以右颞侧	[['以右颞侧', '以', '右颞侧', 0.00013417055761283744], ['以右颞侧', '以右', '颞侧', 0.026455026455026454]]
以右侧颞部	[['以右侧颞部', '以', '右侧颞部', 0.0002683411152256749]]
以右侧为甚	[['以右侧为甚', '以右侧为', '甚', 0.00192789666473877]]
以右侧为主	[['以右侧为主', '以', '右侧为主', 0.000454601418735261], ['以右侧为主', '以右侧为', '主', 0.03007518796992481], ['以右侧为主', '以右', '侧为主', 0.0653061224489796]]
以双手指关节	[['以双手指关节', '以', '双手指关节', 0.00010062791820962808]]
以双侧颞部搏动样	[['以双侧颞部搏动样', '以双侧颞部', '搏动样', 0.025714285714285714]]
以双侧颞部为主	[['以双侧颞部为主', '以双侧颞部', '为主', 6.668889629876625e-05]]
以双侧颞部	[['以双侧颞部', '以', '双侧颞部', 0.0004472351920427915]]
以单侧	[['以单侧', '以', '单侧', 0.00017564145723862354]]
以午后	[['以午后', '以', '午后', 0.0003312096050785473]]
以冬春季节	[['以冬春季节', '以', '冬春季节', 0.00015295443567863468]]
以入睡困难及早醒为主	[['以入睡困难及早醒为主', '以入睡困难及', '早醒为主', 0.7272727272727273]]
以上症状	[['以上症状', '以上', '症状', 5.268318382040888e-06]]
代谢性	[['代谢性', '代谢', '性', 0.00018754688672168043]]
代试管	[['代试管', '代', '试管', 0.0078125]]
代取药	[['代取药', '代', '取药', 0.0062134502923976605]]
他处放射	[['他处放射', '他处', '放射', 0.0029411764705882353], ['他处放射', '他', '处放射', 0.02727272727272727]]
从事玉	[['从事玉', '从事', '玉', 0.006024096385542169]]
仍然存在	[['仍然存在', '仍然', '存在', 8.630113342155228e-05]]
仍然哺乳	[['仍然哺乳', '仍然', '哺乳', 4.3956043956043955e-05]]
仍然出血	[['仍然出血', '仍然', '出血', 1.5667252621914726e-06]]
仍有鼻塞	[['仍有鼻塞', '仍有', '鼻塞', 4.894465225045617e-07]]
仍有阵发性咳嗽	[['仍有阵发性咳嗽', '仍有', '阵发性咳嗽', 3.6143732263754238e-06]]
仍有轻度	[['仍有轻度', '仍有', '轻度', 3.19089685474264e-05]]
仍有瘙痒	[['仍有瘙痒', '仍有', '瘙痒', 5.457651354316184e-06]]
仍有流涕	[['仍有流涕', '仍有', '流涕', 2.541159523830268e-07]]
仍有新出	[['仍有新出', '仍有', '新出', 0.00019113149847094801]]
仍有恶心	[['仍有恶心', '仍有', '恶心', 3.144440210449231e-06]]
仍有少量	[['仍有少量', '仍有', '少量', 1.9673292194293432e-05]]
仍有少许阴道流血	[['仍有少许阴道流血', '仍有', '少许阴道流血', 1.1860188449271236e-05], ['仍有少许阴道流血', '仍有少许', '阴道流血', 0.00022126906318082788]]
仍有少许咳嗽	[['仍有少许咳嗽', '仍有', '少许咳嗽', 3.736405233266653e-06], ['仍有少许咳嗽', '仍有少许', '咳嗽', 7.023082711925573e-06]]
仍有少许	[['仍有少许', '仍有', '少许', 7.611431355037753e-06]]
仍有头晕不适	[['仍有头晕不适', '仍有', '头晕不适', 1.466482085454844e-05], ['仍有头晕不适', '仍有头晕', '不适', 2.1344990544169187e-05]]
仍有头晕	[['仍有头晕', '仍有', '头晕', 1.1305267976593573e-06]]
仍有咽痛	[['仍有咽痛', '仍有', '咽痛', 1.2384664713687606e-06]]
仍有咽痒	[['仍有咽痒', '仍有', '咽痒', 2.1755541680354527e-06]]
仍有咳黄痰	[['仍有咳黄痰', '仍有', '咳黄痰', 3.020136544687666e-06]]
仍有咳嗽	[['仍有咳嗽', '仍有', '咳嗽', 5.8044514756554946e-06]]
仍有低热	[['仍有低热', '仍有', '低热', 5.246061257208088e-06]]
介入治疗	[['介入治疗', '介入', '治疗', 8.043758043758043e-05]]
介入术后	[['介入术后', '介入术', '后', 4.92108224440719e-05], ['介入术后', '介入', '术后', 0.00010071710579324792]]
介入术	[['介入术', '介入', '术', 0.00024012708264065905]]
介入复通	[['介入复通', '介入', '复通', 0.005791505791505791]]
介入再通术	[['介入再通术', '介入', '再通术', 0.023809523809523808]]
今起皮疹	[['今起皮疹', '今', '起皮疹', 1.2602888582063009e-06], ['今起皮疹', '今起', '皮疹', 1.5869657215404147e-06]]
今起咳嗽加重	[['今起咳嗽加重', '今起咳嗽', '加重', 9.113444152814232e-06], ['今起咳嗽加重', '今起', '咳嗽加重', 1.1627041708524017e-05]]
今起咳嗽	[['今起咳嗽', '今起', '咳嗽', 2.57407103921254e-06], ['今起咳嗽', '今', '起咳嗽', 0.0006286617363287901]]
今起发热	[['今起发热', '今起', '发热', 1.1633402234622771e-05], ['今起发热', '今', '起发热', 0.0004658301725308632]]
今起出现发热	[['今起出现发热', '今起', '出现发热', 5.58309884318192e-06], ['今起出现发热', '今起出现', '发热', 8.938659344116932e-06], ['今起出现发热', '今', '起出现发热', 4.3657065022832644e-05]]
今起出现	[['今起出现', '今起', '出现', 1.8298484885451485e-06], ['今起出现', '今', '起出现', 2.5690503648051517e-05]]
今起低热	[['今起低热', '今起', '低热', 5.606085068977271e-06]]
今起上腹痛	[['今起上腹痛', '今起', '上腹痛', 8.78137879355564e-06], ['今起上腹痛', '今', '起上腹痛', 0.00016698827371233486]]
今来院急诊就诊	[['今来院急诊就诊', '今来院急诊', '就诊', 1.0133868401584937e-06], ['今来院急诊就诊', '今来院', '急诊就诊', 0.007575757575757576]]
今来院急诊	[['今来院急诊', '今', '来院急诊', 0.010556627579041116], ['今来院急诊', '今来院', '急诊', 0.8664717348927875], ['今来院急诊', '今来', '院急诊', 8.00900900900901]]
今来院就诊	[['今来院就诊', '今', '来院就诊', 5.7090008106781153e-05], ['今来院就诊', '今来院', '就诊', 0.0025025025025025025], ['今来院就诊', '今来', '院就诊', 0.0027244986922406278]]
今来院复诊取药	[['今来院复诊取药', '今来院复诊', '取药', 0.002631578947368421], ['今来院复诊取药', '今来院', '复诊取药', 0.03]]
今来院复诊	[['今来院复诊', '今', '来院复诊', 0.000197912028103508], ['今来院复诊', '今来院', '复诊', 0.0008893632159373888], ['今来院复诊', '今来', '院复诊', 0.033783783783783786]]
今来院	[['今来院', '今', '来院', 3.412276346612207e-06], ['今来院', '今来', '院', 4.019885031288105e-05]]
今来诊	[['今来诊', '今', '来诊', 4.824105685023007e-06], ['今来诊', '今来', '诊', 0.0023268301413996778]]
今来我院门诊就诊	[['今来我院门诊就诊', '今', '来我院门诊就诊', 3.582890163942817e-05], ['今来我院门诊就诊', '今来我院', '门诊就诊', 0.003519356460532931], ['今来我院门诊就诊', '今来', '我院门诊就诊', 0.00945945945945946]]
今来我院急诊就诊	[['今来我院急诊就诊', '今', '来我院急诊就诊', 4.9478007025877e-05], ['今来我院急诊就诊', '今来我院', '急诊就诊', 0.006238859180035651], ['今来我院急诊就诊', '今来', '我院急诊就诊', 0.013513513513513514]]
今来我院就诊	[['今来我院就诊', '今', '来我院就诊', 7.65875784430037e-05], ['今来我院就诊', '今来我院', '就诊', 0.007419183889772125], ['今来我院就诊', '今来', '我院就诊', 0.031885818402672336]]
今来我院复诊	[['今来我院复诊', '今', '来我院复诊', 0.00010276201459220607], ['今来我院复诊', '今来我院', '复诊', 0.00014125180488417353]]
今来我院	[['今来我院', '今', '来我院', 2.068342916655514e-05], ['今来我院', '今来', '我院', 0.0001508402690280563]]
今来我科要求治疗	[['今来我科要求治疗', '今', '来我科要求治疗', 3.6027675018842476e-06]]
今来我科要求拔除	[['今来我科要求拔除', '今', '来我科要求拔除', 9.680479635497673e-05]]
今来我科就诊	[['今来我科就诊', '今', '来我科就诊', 0.0011053290695780872], ['今来我科就诊', '今来', '我科就诊', 0.6478040540540541]]
今来就诊要求拔除	[['今来就诊要求拔除', '今来就诊', '要求拔除', 6.274973597250923e-05], ['今来就诊要求拔除', '今来', '就诊要求拔除', 0.07248157248157248]]
今来就诊	[['今来就诊', '今', '来就诊', 0.00025167444355900004], ['今来就诊', '今来', '就诊', 0.004926548169791413]]
今来复诊	[['今来复诊', '今', '来复诊', 0.00022053054560105176], ['今来复诊', '今来', '复诊', 0.0003749747613141423]]
今来复查	[['今来复查', '今来', '复查', 0.00010640561821664184], ['今来复查', '今', '来复查', 0.00015716543408219753]]
今未解	[['今未解', '今', '未解', 1.8554252634703873e-05]]
今未排大便	[['今未排大便', '今', '未排大便', 5.559326632121011e-06], ['今未排大便', '今未排', '大便', 0.00013847858197932054]]
今未排	[['今未排', '今', '未排', 4.240972030789457e-06]]
今晨起床后	[['今晨起床后', '今晨起床', '后', 7.311322191690682e-05], ['今晨起床后', '今晨', '起床后', 0.0002796420581655481]]
今晨起床	[['今晨起床', '今晨', '起床', 9.15786857150333e-05]]
今晨起发热畏寒	[['今晨起发热畏寒', '今晨起发热', '畏寒', 1.0535298517683498e-05]]
今晨起发热	[['今晨起发热', '今', '晨起发热', 2.9867821314401357e-05], ['今晨起发热', '今晨', '起发热', 0.0002617925650911514]]
今晨起出现发热	[['今晨起出现发热', '今', '晨起出现发热', 1.1245001596790227e-05], ['今晨起出现发热', '今晨', '起出现发热', 0.00021932710444356714]]
今晨起上腹痛	[['今晨起上腹痛', '今晨', '起上腹痛', 0.0010253542132736763]]
今晨自觉	[['今晨自觉', '今晨', '自觉', 4.683467826917763e-06]]
今晨突发眩晕	[['今晨突发眩晕', '今晨', '突发眩晕', 0.0001299865224500407], ['今晨突发眩晕', '今晨突发', '眩晕', 0.0022044320686854624]]
今晨突发	[['今晨突发', '今晨', '突发', 3.1784452512805465e-05]]
