0	1	2
注射第二	5	[['注射', '第二', 3.63], ['注射第', '二', 196.08]]
匹多莫德	11	-
妻支原体	8	[['妻', '支原体', 24.84]]
露脑畸形	5	[['露', '脑畸形', 1923.08]]
同侧头部	8	[['同侧', '头部', 117.13]]
要求切除	7	[['要求', '切除', 6.35]]
葡萄膜炎	6	[['葡萄', '膜炎', 1102.94]]
肌注药物	5	[['肌注', '药物', 2.29]]
既往夏季	6	[['既往', '夏季', 4.95]]
兴奋交替	6	[['兴奋', '交替', 414.08]]
上午开始	5	[['上午', '开始', 0.29]]
曾自服药	5	[['曾', '自服药', 1.05], ['曾自服', '药', 2.61], ['曾自', '服药', 65.06]]
曾自服药	5	[['曾', '自服药', 1.05], ['曾自服', '药', 2.61], ['曾自', '服药', 65.06]]
曾自服药	5	[['曾', '自服药', 1.05], ['曾自服', '药', 2.61], ['曾自', '服药', 65.06]]
间有排尿	5	[['间有', '排尿', 0.06]]
自己服药	5	[['自己', '服药', 1.7]]
痰白稀痰	5	[['痰', '白稀痰', 0.56], ['痰白稀', '痰', 0.66], ['痰白', '稀痰', 47.43]]
痰白稀痰	5	[['痰', '白稀痰', 0.56], ['痰白稀', '痰', 0.66], ['痰白', '稀痰', 47.43]]
痰白稀痰	5	[['痰', '白稀痰', 0.56], ['痰白稀', '痰', 0.66], ['痰白', '稀痰', 47.43]]
早产一次	5	[['早产', '一次', 0.6]]
搔抓动作	14	[['搔抓', '动作', 378.79]]
决定是否	6	[['决定', '是否', 3750.0]]
背部丘疹	5	[['背部', '丘疹', 0.77]]
半天前饮	6	[['半天前', '饮', 2.18]]
盆腔巨大	5	[['盆腔', '巨大', 70.47]]
少许溢液	5	[['少许', '溢液', 0.58]]
我院治疗	12	[['我院', '治疗', 0.11], ['我', '院治疗', 208.33]]
我院治疗	12	[['我院', '治疗', 0.11], ['我', '院治疗', 208.33]]
妥布霉素	8	-
宫颈肥大	5	[['宫颈', '肥大', 42.17]]
低氧血症	6	-
临床缓解	6	[['临床', '缓解', 15.72]]
稀烂样便	7	[['稀烂', '样便', 39.91]]
男方弱精	5	[['男方', '弱精', 1.97]]
無外伤史	5	[['無', '外伤史', 33.4]]
子宫附件	5	[['子宫', '附件', 30.6]]
明显消瘦	5	[['明显', '消瘦', 0.04]]
胃肠功能	11	[['胃肠', '功能', 118.33]]
支梗塞灶	6	-
梦魇为主	6	-
物过敏史	5	[['物', '过敏史', 0.52]]
夏季缓解	5	[['夏季', '缓解', 3.45]]
偶有返酸	5	[['偶有', '返酸', 0.07]]
性钙肌注	6	[['性钙', '肌注', 269.91]]
眼睛充血	9	[['眼睛', '充血', 432.9]]
高级别上	11	[['高级别', '上', 63.2]]
瘤变组织	9	[['瘤变', '组织', 385.27]]
今早进食	5	[['今早', '进食', 0.14]]
容易啼哭	6	[['容易', '啼哭', 83.89], ['容', '易啼哭', 714.29]]
容易啼哭	6	[['容易', '啼哭', 83.89], ['容', '易啼哭', 714.29]]
刺激敏感	6	[['刺激', '敏感', 41.16]]
该牙曾作	7	[['该牙', '曾作', 471.38], ['该', '牙曾作', 2651.52]]
该牙曾作	7	[['该牙', '曾作', 471.38], ['该', '牙曾作', 2651.52]]
功能低下	6	[['功能', '低下', 278.04]]
予退热药	6	[['予', '退热药', 1.74], ['予退热', '药', 13.39]]
予退热药	6	[['予', '退热药', 1.74], ['予退热', '药', 13.39]]
无创提示	6	[['无创', '提示', 24.54]]
左侧肩部	9	[['左侧', '肩部', 15.73]]
虾蟹过敏	7	[['虾蟹', '过敏', 68.41], ['虾', '蟹过敏', 770.08]]
虾蟹过敏	7	[['虾蟹', '过敏', 68.41], ['虾', '蟹过敏', 770.08]]
患者十多	5	[['患者', '十多', 0.61]]
今早躯干	5	[['今早', '躯干', 0.15]]
胎盘低置	8	-
初未引起	5	[['初未', '引起', 14.93], ['初', '未引起', 78.79]]
初未引起	5	[['初未', '引起', 14.93], ['初', '未引起', 78.79]]
足趾红肿	5	[['足趾', '红肿', 20.48]]
偶伴流涕	5	[['偶伴', '流涕', 0.02]]
今日早晨	6	[['今日', '早晨', 2.26]]
好转又发	6	[['好转', '又发', 2.38]]
头孢唑林	9	-
自觉腰酸	6	[['自觉', '腰酸', 0.38]]
皮肤出血	8	[['皮肤', '出血', 0.25]]
颅内占位	8	[['颅内', '占位', 267.56]]
良性眩晕	6	[['良性', '眩晕', 7.24]]
拒绝进食	7	[['拒绝', '进食', 11.56]]
双相情感	11	[['双相', '情感', 5092.59]]
食指疼痛	9	[['食指', '疼痛', 0.5], ['食', '指疼痛', 47.06]]
食指疼痛	9	[['食指', '疼痛', 0.5], ['食', '指疼痛', 47.06]]
近期失眠	6	[['近期', '失眠', 0.22]]
伴全身肌	6	-
不能确定	6	[['不能', '确定', 33.49]]
思维迟缓	6	[['思维', '迟缓', 833.33]]
为黄脓性	5	[['为黄', '脓性', 750.75]]
种植修复	5	[['种植', '修复', 317.46]]
规范门诊	5	[['规范', '门诊', 105.82]]
唇甲青紫	10	[['唇甲', '青紫', 3472.22]]
大便稀薄	6	[['大便', '稀薄', 1.98], ['大便稀', '薄', 89.89]]
大便稀薄	6	[['大便', '稀薄', 1.98], ['大便稀', '薄', 89.89]]
尚能忍受	6	[['尚', '能忍受', 471.7]]
周期延后	5	[['周期', '延后', 15.0]]
包皮局部	5	[['包皮', '局部', 3.28]]
家人配药	7	-
粘稠黄色	9	[['粘稠', '黄色', 2.56]]
大便费力	5	[['大便', '费力', 2.31]]
时有咽痒	7	[['时有', '咽痒', 0.16]]
等传染病	5	[['等', '传染病', 5.9]]
之前曾行	5	[['之前曾', '行', 1.78], ['之前', '曾行', 2.23]]
之前曾行	5	[['之前曾', '行', 1.78], ['之前', '曾行', 2.23]]
胃窦炎史	6	[['胃窦炎', '史', 1.42], ['胃窦', '炎史', 75.42]]
胃窦炎史	6	[['胃窦炎', '史', 1.42], ['胃窦', '炎史', 75.42]]
偶尔疼痛	6	[['偶尔', '疼痛', 0.2]]
去年曾行	6	[['去年', '曾行', 2.66], ['去年曾', '行', 15.52]]
去年曾行	6	[['去年', '曾行', 2.66], ['去年曾', '行', 15.52]]
面部撞伤	7	[['面部', '撞伤', 2.96], ['面', '部撞伤', 106.67]]
面部撞伤	7	[['面部', '撞伤', 2.96], ['面', '部撞伤', 106.67]]
行走稍有	5	[['行走', '稍有', 1.78]]
丘脑出血	5	[['丘脑', '出血', 10.69]]
左髋关节	5	[['左', '髋关节', 15.98], ['左髋', '关节', 92.32]]
左髋关节	5	[['左', '髋关节', 15.98], ['左髋', '关节', 92.32]]
外院监测	6	[['外院', '监测', 1.52]]
家属诉其	6	[['家属诉', '其', 34.78], ['家属', '诉其', 421.94]]
家属诉其	6	[['家属诉', '其', 34.78], ['家属', '诉其', 421.94]]
近日又发	6	[['近日', '又发', 5.22], ['近日又', '发', 8.72]]
近日又发	6	[['近日', '又发', 5.22], ['近日又', '发', 8.72]]
出现嗜睡	6	[['出现', '嗜睡', 0.28]]
左足肿胀	6	[['左足', '肿胀', 4.57]]
慢肾衰史	6	[['慢肾衰', '史', 2.6]]
红色斑疹	5	[['红色', '斑疹', 115.63]]
合并感染	7	[['合并', '感染', 8.94], ['合', '并感染', 546.88]]
合并感染	7	[['合并', '感染', 8.94], ['合', '并感染', 546.88]]
工作紧张	11	[['工作', '紧张', 21.57]]
今天又有	5	[['今天', '又有', 2.69]]
位相镜检	9	-
细胞形态	6	[['细胞', '形态', 92.07]]
无法站立	5	[['无法', '站立', 48.61]]
失去意识	5	[['失去', '意识', 1412.43]]
凌晨再次	6	[['凌晨', '再次', 2.21]]
右肾萎缩	7	[['右肾', '萎缩', 228.76]]
转动颈部	10	[['转动', '颈部', 13.92]]
进食后稍	6	[['进食后', '稍', 0.36]]
送回我科	5	[['送回', '我科', 564.97]]
家人视其	6	-
曾治疗过	7	[['曾', '治疗过', 13.3], ['曾治疗', '过', 25.28]]
曾治疗过	7	[['曾', '治疗过', 13.3], ['曾治疗', '过', 25.28]]
褐色烂便	5	[['褐色', '烂便', 3.91]]
结肠癌史	8	[['结肠癌', '史', 1.11], ['结', '肠癌史', 115.21], ['结肠', '癌史', 3686.64]]
结肠癌史	8	[['结肠癌', '史', 1.11], ['结', '肠癌史', 115.21], ['结肠', '癌史', 3686.64]]
结肠癌史	8	[['结肠癌', '史', 1.11], ['结', '肠癌史', 115.21], ['结肠', '癌史', 3686.64]]
体质尚可	7	[['体质', '尚可', 100.6]]
卵泡生长	6	[['卵泡', '生长', 36.01]]
常规潜血	5	[['常规', '潜血', 1.53]]
进食炒粉	5	-
结石术后	11	[['结石', '术后', 0.85]]
查看病人	6	-
吡嗪酰胺	5	-
日间咳嗽	5	[['日', '间咳嗽', 0.04], ['日间', '咳嗽', 0.15], ['日间咳', '嗽', 641.03]]
日间咳嗽	5	[['日', '间咳嗽', 0.04], ['日间', '咳嗽', 0.15], ['日间咳', '嗽', 641.03]]
日间咳嗽	5	[['日', '间咳嗽', 0.04], ['日间', '咳嗽', 0.15], ['日间咳', '嗽', 641.03]]
超声造影	11	[['超声', '造影', 46.69]]
我院查血	5	[['我院', '查血', 0.85], ['我院查', '血', 1.96]]
我院查血	5	[['我院', '查血', 0.85], ['我院查', '血', 1.96]]
送入我科	8	[['送入', '我科', 502.2]]
面部肿痛	10	[['面部', '肿痛', 0.82], ['面', '部肿痛', 518.13]]
面部肿痛	10	[['面部', '肿痛', 0.82], ['面', '部肿痛', 518.13]]
本院急诊	8	[['本院', '急诊', 5.39], ['本', '院急诊', 1257.86]]
本院急诊	8	[['本院', '急诊', 5.39], ['本', '院急诊', 1257.86]]
轻度活动	5	[['轻度', '活动', 0.28]]
入住我科	8	[['入住', '我科', 107.61]]
赶赴现场	5	-
床上跌落	8	[['床上', '跌落', 16666.67]]
服消炎药	15	[['服', '消炎药', 16.08]]
内膜增生	6	[['内膜', '增生', 6.37]]
昨晚再发	6	[['昨晚', '再发', 0.57]]
左侧脸颊	5	-
心脏偷停	6	[['心脏', '偷停', 444.44]]
饭后饱胀	5	[['饭后', '饱胀', 38.01]]
本季加重	5	[['本季', '加重', 5.05]]
充盈欠佳	6	[['充盈', '欠佳', 166.11]]
重新补牙	7	[['重新', '补牙', 583.33]]
仍然哺乳	6	[['仍然', '哺乳', 4.4]]
在外院做	8	[['在外院', '做', 10.25], ['在', '外院做', 26.32]]
在外院做	8	[['在外院', '做', 10.25], ['在', '外院做', 26.32]]
发现盆腔	5	[['发现', '盆腔', 0.39]]
不肯入院	10	[['不肯', '入院', 137.63]]
缓慢增多	9	[['缓慢', '增多', 4.76]]
来我院行	8	[['来我院', '行', 1.36], ['来', '我院行', 2.9], ['来我', '院行', 1052.63]]
来我院行	8	[['来我院', '行', 1.36], ['来', '我院行', 2.9], ['来我', '院行', 1052.63]]
来我院行	8	[['来我院', '行', 1.36], ['来', '我院行', 2.9], ['来我', '院行', 1052.63]]
右足趾间	7	[['右', '足趾间', 18.75], ['右足趾', '间', 19.65], ['右足', '趾间', 148.12]]
右足趾间	7	[['右', '足趾间', 18.75], ['右足趾', '间', 19.65], ['右足', '趾间', 148.12]]
右足趾间	7	[['右', '足趾间', 18.75], ['右足趾', '间', 19.65], ['右足', '趾间', 148.12]]
睡眠监测	9	[['睡眠', '监测', 13.41]]
胆石症史	9	[['胆石症', '史', 1.3]]
小便稍少	11	[['小便', '稍少', 2.66], ['小便稍', '少', 15.29]]
小便稍少	11	[['小便', '稍少', 2.66], ['小便稍', '少', 15.29]]
肾病病史	7	[['肾病', '病史', 0.22], ['肾', '病病史', 40.94]]
肾病病史	7	[['肾病', '病史', 0.22], ['肾', '病病史', 40.94]]
局部肿痛	5	[['局部', '肿痛', 1.4]]
经量如常	6	[['经', '量如常', 0.49], ['经量', '如常', 9.6]]
经量如常	6	[['经', '量如常', 0.49], ['经量', '如常', 9.6]]
天前再发	5	[['天前', '再发', 0.75]]
有所减退	6	[['有所', '减退', 337.84]]
小便涩滞	11	[['小便涩', '滞', 9821.43]]
前曾穿着	5	[['前曾', '穿着', 268.96]]
不能入眠	6	-
胃纲欠佳	5	-
左臂放散	8	-
双眼红肿	11	[['双眼', '红肿', 4.19], ['双眼红', '肿', 25.75]]
双眼红肿	11	[['双眼', '红肿', 4.19], ['双眼红', '肿', 25.75]]
睾酮值较	6	-
急诊求诊	5	[['急诊', '求诊', 6.41]]
吉西他滨	6	-
半月前曾	5	[['半月前', '曾', 0.47], ['半月', '前曾', 11.04], ['半', '月前曾', 65.36]]
半月前曾	5	[['半月前', '曾', 0.47], ['半月', '前曾', 11.04], ['半', '月前曾', 65.36]]
半月前曾	5	[['半月前', '曾', 0.47], ['半月', '前曾', 11.04], ['半', '月前曾', 65.36]]
扭伤左足	5	[['扭伤', '左足', 43.71]]
遵嘱动作	5	[['遵嘱', '动作', 850.34]]
内科诊治	6	[['内科', '诊治', 11.32]]
鳞癌术后	5	[['鳞癌', '术后', 20.14]]
疗效评价	7	-
时即发现	8	[['时即', '发现', 8.0]]
少许流鼻	5	[['少许', '流鼻', 0.28]]
高密度影	5	[['高', '密度影', 12.97], ['高密度', '影', 868.06]]
高密度影	5	[['高', '密度影', 12.97], ['高密度', '影', 868.06]]
皮肤轻微	5	[['皮肤', '轻微', 2.5]]
并觉恶心	5	[['并觉', '恶心', 0.86]]
开灵注射	5	[['开灵', '注射', 12.01]]
不能闭合	5	[['不能', '闭合', 120.95]]
替普瑞酮	9	-
铝碳酸镁	5	-
治疗后出	6	[['治疗', '后出', 0.43]]
曾行人流	5	[['曾行', '人流', 0.51], ['曾', '行人流', 4.11]]
曾行人流	5	[['曾行', '人流', 0.51], ['曾', '行人流', 4.11]]
右侧伞端	8	[['右侧', '伞端', 14.67]]
引产手术	6	[['引产', '手术', 2.14], ['引', '产手术', 721.15]]
引产手术	6	[['引产', '手术', 2.14], ['引', '产手术', 721.15]]
载脂蛋白	5	-
根管预备	5	-
微创取石	7	-
胃癌病史	5	[['胃癌', '病史', 0.77], ['胃', '癌病史', 25.26]]
胃癌病史	5	[['胃癌', '病史', 0.77], ['胃', '癌病史', 25.26]]
自主运动	8	[['自主', '运动', 37.24]]
打羽毛球	6	-
予氨茶碱	8	[['予', '氨茶碱', 5.1]]
恶闻声响	10	-
曲美布汀	5	-
近一年余	6	[['近一年', '余', 1.09], ['近', '一年余', 1.45], ['近一', '年余', 282.49]]
近一年余	6	[['近一年', '余', 1.09], ['近', '一年余', 1.45], ['近一', '年余', 282.49]]
近一年余	6	[['近一年', '余', 1.09], ['近', '一年余', 1.45], ['近一', '年余', 282.49]]
但是仍有	6	[['但是', '仍有', 20.85]]
多个周期	6	[['多个', '周期', 1.69], ['多', '个周期', 2.3]]
多个周期	6	[['多个', '周期', 1.69], ['多', '个周期', 2.3]]
四肢散在	5	[['四肢', '散在', 6.78]]
频繁揉眼	5	[['频繁', '揉眼', 40.51]]
但有鼻塞	6	[['但有', '鼻塞', 0.04]]
右上腹胀	5	[['右上', '腹胀', 0.14], ['右', '上腹胀', 0.67], ['右上腹', '胀', 7.03]]
右上腹胀	5	[['右上', '腹胀', 0.14], ['右', '上腹胀', 0.67], ['右上腹', '胀', 7.03]]
右上腹胀	5	[['右上', '腹胀', 0.14], ['右', '上腹胀', 0.67], ['右上腹', '胀', 7.03]]
出现左手	5	[['出现', '左手', 0.2]]
治疗效果	5	[['治疗', '效果', 1.41]]
伴有排尿	7	[['伴有', '排尿', 0.06]]
诊断考虑	6	[['诊断', '考虑', 0.97]]
继续取药	12	[['继续', '取药', 27.74], ['继续取', '药', 36.99], ['继', '续取药', 6451.61]]
继续取药	12	[['继续', '取药', 27.74], ['继续取', '药', 36.99], ['继', '续取药', 6451.61]]
继续取药	12	[['继续', '取药', 27.74], ['继续取', '药', 36.99], ['继', '续取药', 6451.61]]
早晨出现	6	[['早晨', '出现', 0.49]]
自诉已愈	6	[['自诉', '已愈', 3.54], ['自诉已', '愈', 4347.83]]
自诉已愈	6	[['自诉', '已愈', 3.54], ['自诉已', '愈', 4347.83]]
宫颈粘连	5	[['宫颈', '粘连', 2.55]]
大腿肿胀	5	[['大腿', '肿胀', 1.24]]
进行处理	5	[['进行', '处理', 6.9]]
胃癌手术	5	[['胃癌', '手术', 8.47]]
大便偏少	6	[['大便', '偏少', 0.79], ['大便偏', '少', 10.43]]
大便偏少	6	[['大便', '偏少', 0.79], ['大便偏', '少', 10.43]]
次数较少	5	[['次数', '较少', 21.16]]
上颌双侧	5	[['上颌', '双侧', 27.2]]
左上腹部	6	[['左', '上腹部', 0.35], ['左上', '腹部', 2.02], ['左上腹', '部', 8.9]]
左上腹部	6	[['左', '上腹部', 0.35], ['左上', '腹部', 2.02], ['左上腹', '部', 8.9]]
左上腹部	6	[['左', '上腹部', 0.35], ['左上', '腹部', 2.02], ['左上腹', '部', 8.9]]
发展趋势	5	[['发展', '趋势', 205.25]]
偶有同房	7	[['偶有', '同房', 0.12]]
医院治疗	7	[['医院', '治疗', 1.05], ['医', '院治疗', 911.46]]
医院治疗	7	[['医院', '治疗', 1.05], ['医', '院治疗', 911.46]]
功能不全	5	[['功能', '不全', 23.72]]
封失活剂	5	[['封失活', '剂', 1298.7], ['封', '失活剂', 7692.31]]
封失活剂	5	[['封失活', '剂', 1298.7], ['封', '失活剂', 7692.31]]
夜眠尚可	5	[['夜眠', '尚可', 586.85]]
不适数年	7	[['不适', '数年', 0.08]]
右眼红肿	15	[['右眼', '红肿', 7.82], ['右眼红', '肿', 38.37]]
右眼红肿	15	[['右眼', '红肿', 7.82], ['右眼红', '肿', 38.37]]
小腿肌肉	6	[['小腿', '肌肉', 12.32]]
胎监提示	8	[['胎监', '提示', 13.56]]
膀胱造瘘	7	-
左侧肾盂	5	[['左侧', '肾盂', 40.43]]
发现左颈	5	[['发现', '左颈', 3.82]]
关系紧张	6	[['关系', '紧张', 36.76]]
伴有渗液	8	[['伴有', '渗液', 0.26]]
影像改变	5	-
改善泌尿	8	[['改善', '泌尿', 19.12]]
左侧肋部	6	-
在当地诊	10	[['在当地', '诊', 35.23]]
初为白痰	6	[['初为', '白痰', 8.43]]
功能康复	6	[['功能', '康复', 63.41]]
服用调经	5	[['服用', '调经', 1.13]]
下唇肿物	6	[['下唇', '肿物', 5.34]]
用护肤品	5	[['用', '护肤品', 27.23]]
梅毒初筛	9	[['梅毒', '初筛', 918.37]]
刚才出现	7	[['刚才', '出现', 0.28]]
间有皲裂	5	[['间有', '皲裂', 1.57]]
斯皮仁诺	5	-
血块较多	5	[['血块', '较多', 0.1]]
患者于从	9	[['患者于', '从', 2.94]]
月经淋漓	5	[['月经', '淋漓', 1.15]]
颈部肿块	5	[['颈部', '肿块', 3.94]]
医院检查	5	[['医院', '检查', 2.43], ['医', '院检查', 1602.56]]
医院检查	5	[['医院', '检查', 2.43], ['医', '院检查', 1602.56]]
现仍反复	6	[['现仍', '反复', 0.5]]
右附件区	6	[['右', '附件区', 40.18], ['右附件', '区', 112.8]]
右附件区	6	[['右', '附件区', 40.18], ['右附件', '区', 112.8]]
脓疱反复	8	[['脓疱', '反复', 1.16]]
位点相同	7	[['位点', '相同', 1715.69]]
手术室全	5	-
淋沥不宣	10	-
明确存在	5	[['明确', '存在', 46.75]]
摔跤倒地	5	[['摔跤', '倒地', 826.45]]
球囊扩张	5	[['球囊', '扩张', 381.39]]
恶露量多	6	[['恶露', '量多', 1.27]]
拉贝洛尔	6	-
左肾萎缩	6	[['左肾', '萎缩', 185.19]]
肌注退热	5	[['肌注', '退热', 4.36]]
常规缝合	5	[['常规', '缝合', 3.91]]
派瑞松霜	5	[['派瑞松', '霜', 367.65]]
右侧肾盂	5	[['右侧', '肾盂', 42.4]]
心翳加剧	7	[['心翳', '加剧', 1.21]]
缺损数天	7	[['缺损', '数天', 4.67]]
枕部疼痛	9	[['枕部', '疼痛', 1.13], ['枕', '部疼痛', 253.31]]
枕部疼痛	9	[['枕部', '疼痛', 1.13], ['枕', '部疼痛', 253.31]]
消极意念	7	-
脸部红斑	8	[['脸部', '红斑', 1.54], ['脸', '部红斑', 120.77]]
脸部红斑	8	[['脸部', '红斑', 1.54], ['脸', '部红斑', 120.77]]
高危阳性	6	[['高危', '阳性', 22.45]]
间有轻度	5	[['间有', '轻度', 0.08]]
间有溢奶	5	[['间有', '溢奶', 6.29], ['间', '有溢奶', 10.92]]
间有溢奶	5	[['间有', '溢奶', 6.29], ['间', '有溢奶', 10.92]]
流产绒毛	5	[['流产', '绒毛', 10.46]]
但有咳嗽	5	[['但有', '咳嗽', 0.03]]
右手尾指	5	[['右手', '尾指', 369.0]]
右手持物	5	[['右手', '持物', 20.97]]
期综合症	5	[['期', '综合症', 25.51]]
食欲较差	6	[['食欲', '较差', 20.36], ['食', '欲较差', 282.35]]
食欲较差	6	[['食欲', '较差', 20.36], ['食', '欲较差', 282.35]]
长期服食	6	[['长期', '服食', 12.03], ['长期服', '食', 74.3]]
长期服食	6	[['长期', '服食', 12.03], ['长期服', '食', 74.3]]
肌肉跳动	7	[['肌肉', '跳动', 476.51]]
发现右肩	6	[['发现', '右肩', 1.37]]
手术室腰	5	-
眼睑下垂	6	[['眼睑', '下垂', 331.67]]
肿物数月	5	[['肿物', '数月', 0.8]]
诊断为原	5	[['诊断为', '原', 0.78], ['诊断', '为原', 80.39]]
诊断为原	5	[['诊断为', '原', 0.78], ['诊断', '为原', 80.39]]
目前几年	6	[['目前', '几年', 2.28]]
已经治愈	5	[['已经', '治愈', 9.99]]
累及肩背	5	[['累及', '肩背', 643.5]]
昨天凌晨	8	[['昨天', '凌晨', 0.67]]
小腿皮肤	5	[['小腿', '皮肤', 2.13]]
已放支架	10	[['已', '放支架', 31.96]]
多个散在	8	[['多个', '散在', 61.27]]
较剧时有	7	[['较剧', '时有', 20.69]]
交叉韧带	6	-
右髋疼痛	5	[['右髋', '疼痛', 1.88]]
夜寐盗汗	5	-
两颧色红	5	-
红枣大小	5	[['红枣', '大小', 75.83]]
带齐验单	5	-
要求吊针	6	[['要求', '吊针', 62.31]]
伤口处理	5	[['伤口', '处理', 2.64]]
眼睛红肿	5	[['眼睛', '红肿', 12.41], ['眼睛红', '肿', 115.1]]
眼睛红肿	5	[['眼睛', '红肿', 12.41], ['眼睛红', '肿', 115.1]]
支气管肺	5	[['支气管', '肺', 36.82]]
粘膜溃疡	5	[['粘膜', '溃疡', 11.31]]
男方曾行	5	[['男方', '曾行', 0.48], ['男方曾', '行', 14.78]]
男方曾行	5	[['男方', '曾行', 0.48], ['男方曾', '行', 14.78]]
心脏超声	6	[['心脏', '超声', 10.7]]
长效西林	5	[['长效', '西林', 992.06]]
中段狭窄	5	[['中', '段狭窄', 30.75], ['中段', '狭窄', 184.57]]
中段狭窄	5	[['中', '段狭窄', 30.75], ['中段', '狭窄', 184.57]]
大便墨绿	5	-
趾甲灰黄	6	-
与其他女	5	-
双侧下颌	5	[['双侧', '下颌', 4.98]]
右髋关节	5	[['右', '髋关节', 18.26], ['右髋', '关节', 56.81]]
右髋关节	5	[['右', '髋关节', 18.26], ['右髋', '关节', 56.81]]
水疱数日	5	[['水疱', '数日', 1.77]]
伴有呃逆	5	[['伴有', '呃逆', 0.84]]
未做手术	5	[['未', '做手术', 4.96], ['未做', '手术', 8.14]]
未做手术	5	[['未', '做手术', 4.96], ['未做', '手术', 8.14]]
黄疸消退	5	[['黄疸', '消退', 3.98]]
异位囊肿	5	[['异位', '囊肿', 32.81]]
重新镶牙	5	[['重新', '镶牙', 905.8]]
无呕吐	47332	[['无', '呕吐', 0.37], ['无呕', '吐', 69154.35]]
无呕吐	47332	[['无', '呕吐', 0.37], ['无呕', '吐', 69154.35]]
无腹泻	25199	[['无', '腹泻', 0.32], ['无腹', '泻', 321826.31]]
无腹泻	25199	[['无', '腹泻', 0.32], ['无腹', '泻', 321826.31]]
精神可	5360	[['精神', '可', 31.15]]
无咳嗽	44159	[['无', '咳嗽', 0.24], ['无咳', '嗽', 55143.61]]
无咳嗽	44159	[['无', '咳嗽', 0.24], ['无咳', '嗽', 55143.61]]
无胸痛	53534	[['无', '胸痛', 1.64], ['无胸', '痛', 3267.32]]
无胸痛	53534	[['无', '胸痛', 1.64], ['无胸', '痛', 3267.32]]
无气促	53083	[['无', '气促', 0.59], ['无气', '促', 655345.68]]
无气促	53083	[['无', '气促', 0.59], ['无气', '促', 655345.68]]
无发热	90248	[['无', '发热', 0.54], ['无发', '热', 16960.79]]
无发热	90248	[['无', '发热', 0.54], ['无发', '热', 16960.79]]
纳一般	6062	[['纳', '一般', 1760.16]]
后缓解	433	[['后', '缓解', 0.48]]
声咳嗽	222	[['声', '咳嗽', 0.88], ['声咳', '嗽', 468.5]]
声咳嗽	222	[['声', '咳嗽', 0.88], ['声咳', '嗽', 468.5]]
大便烂	2815	[['大便', '烂', 94.16], ['大', '便烂', 828.62]]
大便烂	2815	[['大便', '烂', 94.16], ['大', '便烂', 828.62]]
性生活	5125	[['性', '生活', 189.96]]
下腹痛	3879	[['下', '腹痛', 8.11], ['下腹', '痛', 12.93]]
下腹痛	3879	[['下', '腹痛', 8.11], ['下腹', '痛', 12.93]]
不规则	1517	[['不', '规则', 61.48]]
阴道镜	80	[['阴道', '镜', 245.4]]
宫颈炎	262	[['宫颈', '炎', 39.87]]
剑突下	1232	[['剑突', '下', 5170.82]]
间嗳气	322	[['间', '嗳气', 0.69]]
上腹部	609	[['上', '腹部', 29.24], ['上腹', '部', 99.35]]
上腹部	609	[['上', '腹部', 29.24], ['上腹', '部', 99.35]]
自述于	254	[['自述', '于', 11.67]]
诊断为	2389	[['诊断', '为', 18.42]]
未缓解	60	[['未', '缓解', 0.25]]
无畏寒	16302	[['无', '畏寒', 0.35], ['无畏', '寒', 366501.8]]
无畏寒	16302	[['无', '畏寒', 0.35], ['无畏', '寒', 366501.8]]
血压高	304	[['血压', '高', 10.26], ['血', '压高', 738.58]]
血压高	304	[['血压', '高', 10.26], ['血', '压高', 738.58]]
起皮疹	1060	[['起', '皮疹', 1.21]]
效不佳	720	[['效', '不佳', 6359.3]]
性交痛	509	[['性交', '痛', 26.9]]
时加重	675	[['时', '加重', 0.8]]
头顶部	96	[['头顶', '部', 192.16], ['头', '顶部', 286.35]]
头顶部	96	[['头顶', '部', 192.16], ['头', '顶部', 286.35]]
十余年	71	[['十余', '年', 236.38], ['十', '余年', 2180.59]]
十余年	71	[['十余', '年', 236.38], ['十', '余年', 2180.59]]
家族史	1814	[['家族', '史', 277.49]]
母亲有	86	[['母亲', '有', 0.47]]
无恶心	19328	[['无', '恶心', 0.73], ['无恶', '心', 11475.66]]
无恶心	19328	[['无', '恶心', 0.73], ['无恶', '心', 11475.66]]
有排气	800	[['有', '排气', 4.1], ['有排', '气', 824.03]]
有排气	800	[['有', '排气', 4.1], ['有排', '气', 824.03]]
无尿频	14402	[['无', '尿频', 1.32], ['无尿', '频', 4371.24]]
无尿频	14402	[['无', '尿频', 1.32], ['无尿', '频', 4371.24]]
尿道口	237	[['尿道', '口', 70.27]]
分泌物	557	[['分泌', '物', 272.89]]
右侧乳	6	[['右侧', '乳', 1.26]]
伴瘙痒	3239	[['伴', '瘙痒', 0.97]]
无咽痛	20176	[['无', '咽痛', 0.2], ['无咽', '痛', 5142.88]]
无咽痛	20176	[['无', '咽痛', 0.2], ['无咽', '痛', 5142.88]]
无咯血	16200	[['无', '咯血', 1.68], ['无咯', '血', 10932.94]]
无咯血	16200	[['无', '咯血', 1.68], ['无咯', '血', 10932.94]]
无腹痛	41573	[['无', '腹痛', 0.7], ['无腹', '痛', 6672.19]]
无腹痛	41573	[['无', '腹痛', 0.7], ['无腹', '痛', 6672.19]]
胃纳差	9389	[['胃', '纳差', 62.5], ['胃纳', '差', 1707.37]]
