keys,values
镇袁喜霞西医内科诊所,1
刘秋菊中医内科诊所,1
慈康中医门诊部,1
张国华西医内科诊所,1
张雪,1
净月曹景春,1
秀清西医内科诊所,1
赵旭东,1
子村卫生站3,1
吴立娜西医妇科诊所,1
郑艳玲西医内科诊所,1
李恩,1
徐晓明中医内科诊所,1
刘淑俭西医妇科诊所,1
谷士权西医内科诊所,1
鱼圈,1
农安县黄,1
吉垒,1
农安洛氏仁爱医院,1
葛艳西医妇科诊所,1
镇吕亚琴西医内科诊所,1
大兴镇大兴村刘相友,1
明凯西医内科诊所,1
镇高淑华西医妇科诊所,1
运廷飞眼科诊所,1
凤芹西医内科诊所,1
王奔镇高,1
种羊场四分场第二卫生所,1
淑珍西医内科诊所,1
茂荣中医门诊部,1
大药房连锁股份有限公司铁东,1
区郭毓秋中西医结合诊所,1
药品监督站,1
何勇卫生所,1
泉沟村赵素伦,1
边桂英中西医结合诊所,1
区赵之信,1
祖永昌,1
区百草堂中医诊所,1
区王玉梅西医妇科诊所,1
区王洪刚西医内科诊所,1
区王永,1
森雅口腔科诊所,1
区李淑萍西医内科诊所,1
付光辉诊所,1
区郭丽清西医妇科诊所,1
农安县妇幼保健院,1
区岐伯,1
区暴永贤中西医结合诊所,1
区尹,1
区孙玉珍西医内科诊所,1
周佩娟西医内科诊所,1
区刘雅,1
四平胃肠病专科门诊,1
誉发,1
大兴镇永胜村卫生室,1
区张洪才西医内科诊所,1
丁云才,1
鼓风机厂卫生所,1
大兴镇先进村第二,1
亮衣门,1
大兴镇先进村卫生室,1
沟镇红星村卫生所,1
沟镇新兴村卫生所,1
沟镇前,1
永兴村刘艳伟卫生所,1
永兴村佟茉莉,1
湘芸卫生室,1
大兴镇大兴村,1
村王立,1
区李忠,1
宋国华西医妇科诊所,1
永臣西医诊所,1
贺英华西医内科诊所,1
公主岭米广,1
图们陈氏,1
图们永平,1
图们永,1
图们市看守所,1
图们博爱门诊部,1
图们关爱,1
国网吉林省电力有限公司培训中心卫生所,1
李杰诊所,1
东升中医儿科诊所,1
区刘德堡,1
叶赫,1
唐秀霞中医针炙诊所,1
孙守义,1
纪存波,1
里乡大,1
雷恩富,1
镇孙家窝堡村卫生室,1
镇后蒙,1
乔明诊所,1
付莹莹口腔科诊所,1
仁伟西医内科诊所,1
区王翠艳口腔诊所,1
区李艳萍西医妇科诊所,1
段娜卫生所,1
南关张红,1
区王秀芳西医妇科诊所,1
十家子村,1
一幻西医内科诊所,1
君好血液透析中心,1
自由大,1
大药房有限公司朝阳,1
初红丽,1
吉舒镇联盟村,1
山村王建华诊所,1
吉林经济技术开发区寇家村卫生室,1
黄继,1
市八家子镇付洪庆,1
市八家子镇八家子村卫生室,1
土桥镇孟家村,1
嘉逸养护,1
宏成脑病医院,1
区李伟西医内科诊所,1
霍广财西医内科诊所,1
区郭淑英口腔诊所,1
区胡荟西医内科诊所,1
禹旗,1
区王翠萍西医内科诊所,1
吉林经济技术开发区九,1
吉林经开赵代军中医诊所,1
吴雪峰,1
孙永,1
孤家子镇红旗,1
区李志远牙齿镶装,1
区张志忠西医内科诊所,1
守信,1
区孙景娟中医内科诊所,1
区喻辉西医内科诊所,1
香芝西医内科诊所,1
农丰乐收获机械有限公司,1
任桂芝西医内科诊所,1
震中医妇科诊所,1
区于亮西医内科诊所,1
丁晓林,1
大兴镇大兴村闫广,1
区丛淑范,1
大兴镇金山村,1
双辽市玻璃山镇长岭村卫生室,1
片砬子村卫生所,1
赵桂芹中医推拿诊所,1
长侠中医妇科诊所,1
胡明中医诊所,1
杨忠仁中医诊所,1
村孙令芳卫生所,1
周国柱中医诊所,1
南关李,1
市血液病,1
刘海鹏中医诊所,1
孤家子镇,1
孙昭友中西医内科诊所,1
孙鸣,1
孙颖妇科诊所,1
孙韵秋妇科诊所,1
孙谦中医内科诊所,1
孙绍柏,1
唐惟妇科诊所,1
孙立影妇科诊所,1
于丽清妇科诊所,1
孙泊洋,1
张志伟中医诊所,1
孙振声中西医内科诊所,1
曹志国,1
陈英中医诊所,1
中医骨伤诊,1
姜立辉卫生所,1
镇奶头,1
宽城关,1
孙洪芳西医内科诊所,1
大洼镇马家村卫生室,1
孙永杰中医诊所,1
区李淑贤西医内科诊所,1
区徐秀华西医妇科诊所,1
于春,1
崔荣祥中医诊所,1
地局子村卫生室,1
蔡翠云,1
官地镇横,1
官地镇新立,1
官地镇双丰村卫生所,1
官地镇,1
宋霞西医内科诊所,1
宋红霞,1
宋玉媛西医内科诊所,1
永贵中医内科诊所,1
宋晓华诊所,1
大石头镇,1
姜红,1
乡马鞍山村卫生所,1
镇黄泥村卫生所,1
镇板石,1
镇松江,1
镇松岭村卫生所,1
镇杨木条,1
乡大桥村卫生所,1
镇奶头村卫生室,1
孙佩华西医内科诊所,1
孙仲文,1
宋成祥中医诊所,1
大崴子村卫生所,1
张岐中医诊所,1
安图县石门,1
罗围子村卫生室,1
镇黑鱼,1
镇东胜,1
大洼镇班德,1
村张海廷,1
崔景权卫生室,1
村张继承,1
大洼镇向阳,1
大洼镇互助村王宏亮卫生室,1
大榆树村,1
大榆树村卫生所,1
孔凡永,1
村王福来,1
第二热电有限责任公司,1
热电厂职工医院,1
大岭镇,1
大岭镇大岭村冯志千,1
欧力,1
岗子镇,1
岗子镇大,1
安康宁,1
安市第三人民医院驻,1
刘士,1
大洼镇解放村,1
陆汽车电子,1
青咀,1
郑柏莉中西医结合诊所,1
天台镇何家村卫生室,1
姚永,1
乡腰围,1
乡碱巴拉,1
宝贵,1
乡两,1
夹皮沟村卫生所,1
太平川镇,1
郑剑,1
财卫生所,1
村张立梅,1
周秋茹,1
七家子村张,1
秀芝,1
勤学,1
村王志军卫生所,1
史永慧,1
太平川镇双丰村卫生室,1
利涛卫生所,1
太平川镇三十九,1
山村王金,1
山镇吴,1
村张志学,1
何国瑞,1
师秀,1
卢树森中医内科诊所,1
岭镇青松,1
程继伟诊所,1
程功伟诊所,1
镇蔡家村卫生室,1
镇崔家村卫生室,1
谭景福,1
程振宇诊所,1
河街道靠山村卫生室,1
林世书,1
太平肚带河,1
吴茂林,1
双辽茂林镇大兴村卫生所,1
姜彦明西医内科诊所,1
双辽种羊场堡,1
双辽杜文奎口腔诊所,1
朱海彬西医诊所,1
双辽曙光,1
双辽徐晖中医诊所,1
双辽徐明强中西医结合诊所,1
张志勇中医诊所,1
晓艳中西医结合诊所,1
双辽薛家,1
村孙连才,1
大石头镇三,1
工农村第四卫生所,1
德才西医内科诊所,1
张家村第三卫生所,1
张晓英诊所,1
长炮高,1
吉林省食品公司冷冻厂卫生所,1
双阳奢岭,1
学勇西医内科诊所,1
友明西医内科诊所,1
双阳谷瑞,1
程野,1
王喜方,1
双辽市茂林镇东升村卫生所,1
何建国,1
潘玉香西医妇科诊所,1
秀珍西医妇科诊所,1
奎西医内科诊所,1
杨淑云,1
杨晓敏西医内科诊所,1
张文奎中医内科诊所,1
弘升堂中医门诊部,1
湖甩湾,1
城郊郭,1
城郊辛志坚诊所,1
王启芝中医骨科诊所,1
宏盛,1
靠山街社区卫生服务站,1
王冬,1
工农村第五,1
双辽市茂林镇新,1
双辽市茂林镇新兴村卫生室,1
河东升村卫生室,1
双阳奢岭街道徐家村卫生室,1
双阳奢岭街道幸福,1
工农村第二卫生所,1
工农村第九,1
工农村第三卫生所,1
工农村第七,1
双辽市茂林镇永兴村卫生室,1
城郊王丽茹,1
双辽市茂林镇孟,1
双辽市茂林镇乔家村卫生室,1
双辽市茂林镇东升村第一卫生所,1
双辽市茂林镇大,1
双辽市茂林镇大兴村卫生室,1
喜善,1
双辽市茂林镇先进村第二卫生所,1
双辽市茂林镇先进村卫生室,1
龙山村第二卫生所,1
堡村第二卫生所,1
堡村第一卫生所,1
羊专,1
双辽市茂林镇三,1
双辽市茂林镇三好,1
九芝堂褚颖中医内科诊所,1
双辽市那木乡跃进村卫生室,1
郝家村卫生室,1
敖卜村第二卫生所,1
敖卜村第一卫生所,1
敖卜村卫生室,1
双辽市疾病预防控制中心预防医学门诊部,1
双辽市茂林镇红岗村卫生室,1
双辽市茂林镇靠山村卫生室,1
双辽市茂林镇靠山村第一卫生所,1
吉兴村第三卫生所,1
工农村第一卫生所,1
双辽市茂林镇丁家村卫生室,1
东风村第二卫生所,1
双辽市那木乡白,1
双辽市那木乡前进村卫生室,1
巨丰村第一卫生所,1
巨丰村卫生室,1
吉兴村第四卫生所,1
吉兴村第六卫生所,1
吉兴村第五,1
吉兴村第二卫生所,1
吉兴村第一卫生所,1
铁东夕阳,1
双辽市那木乡金宝,1
工农村第六卫生所,1
东风村第一卫生所,1
张家村第二卫生所,1
金良村第二卫生所,1
金良村第三卫生所,1
金良村第一卫生所,1
金良村卫生室,1
良种场第一卫生所,1
镇下河村卫生室,1
江炼卫生所,1
东风村第四卫生所,1
东风村第三卫生所,1
化集团公司总医院炼油厂职工医院,1
吉林燃料乙醇有限责任公司,1
结核病专科,1
欣炭,1
吉林油田,1
长采分院,1
台采油厂医务室,1
红岗子,1
堂大药房连锁有限公司朝阳区,1
科技创意文化,1
现代泌尿专科,1
医疗咨询有限公司长春,1
双辽市辽东街勃山村卫生所,1
任喜尧,1
于苗苗,1
云萍西医内科诊所,1
昌邑本元通,1
市逆时针,1
市越,1
岳氏中医门诊部,1
吉运堂中医综合门诊,1
天意宫,1
北极柴草,1
网络医院,1
市精残康复医院,1
氏骨伤,1
亚泰永安堂娜奇美,1
吉林省电力建设总公司职工医院,1
医疗美容有限责任公司绿园,1
吉林中西医结合,1
生物科技有限公司长春经开,1
天然药物研究院,1
吉林省长白,1
消化病医院有限公司,1
吉林省长,1
吉林省职业病防治,1
镇赉分局,1
吉林省监狱管理局,1
九骨科,1
华瀚口腔门诊部,1
星村卫生站1,1
吉林省卓研,1
华信鹤童医药超,1
吉林省妇幼保健院,1
吉林省地矿医院,1
吉林省君齿健,1
民航机场集团公司综合门诊部,1
有限公司朝阳区,1
吉林省梧桐,1
吉林省桦甸,1
吉林省慈铭健康体检管理有限公司长春经开,1
吉林省慈铭健康体检管理有限公司朝阳慈铭健康体检中心,1
吉林省慈铭健康体检管理有限公司朝阳,1
吉林省疾病预防控制中心预防保健门诊部,1
口腔医疗管理有限公司绿园,1
佳园路,1
大药房药业股份有限公司高新,1
百姓大药房中医坐堂医诊所,1
现代明廊眼科门诊部,1
吉拉吐乡七家子村,1
现代整形美容医院,1
世纪本草,1
司法,1
吉林寰基,1
安定精神专科,1
泰莱,1
亚泰永安堂汽,1
越野,1
市大众,1
医药学院附属医院,1
亚泰永安堂中医门诊部,1
大药房药业股份有限公司朝阳,1
延吉亚泰永安堂,1
柳影路中医坐堂医诊所,1
上海路中医坐堂医诊所,1
南关亚泰永安堂综合门诊部,1
南关亚泰永安堂磐石,1
金域,1
南关亚泰永安堂中,1
大药房股份有限公司长春,1
大药房药业股份有限公司汽车经济技术开发区,1
街道鸿博颐景社区卫生服务站,1
吉拉吐乡扎拉吐,1
吉拉吐乡扎布格,1
友诚养老,1
区百岁护养院,1
市亿家,1
康乐养老院,1
湾创伤医院,1
湖度假区,1
欧亚,1
吉林省泰莱,1
单氏肝胆病医院有限公司,1
乡丛林村卫生站3,1
昌邑区王,1
和综合门诊部,1
名苑社区卫生服务站,1
昌邑区幸福,1
元润堂中医门诊部,1
乐安居敬老院,1
久加久养老院,1
市广济堂中医门诊部,1
宋氏中医儿童医院,1
江畔明珠社区卫生服务站,1
昌邑区疾病预防控制中心预防医学门诊部,1
育堂中医,1
龙慢性病医院,1
富锦路中医诊所,1
冯家屯,1
农机厂卫生所,1
王慧贤西医妇科诊所,1
永吉闫庚尧,1
禹王庙村卫生室,1
乡鸭池村卫生站2,1
星村卫生站2,1
市大健康,1
国投尚善堂,1
林氏皮肤病医院,1
吉林省洮南,1
乡丛林村卫生站2,1
东坡区柳圣乡八井村卫生站1,1
市龙潭区疾病预防控制中心预防医学门诊部,1
东坡区崇礼镇蟠龙,1
东坡区崇礼镇石,1
东坡区崇礼镇白马村卫生站2,1
东坡区崇礼镇白马村卫生站1,1
洪庙村卫生站,1
东坡区崇礼镇桃园村卫生站1,1
桥村卫生站3,1
镇桂树村卫生站3,1
镇桂树村卫生站2,1
镇红岗村卫生站,1
镇娴婆村卫生站,1
场村卫生站2,1
场村卫生站1,1
山村卫生站1,1
林村卫生站2,1
车辆厂门诊,1
大湾村卫生站,1
舒林村卫生站2,1
舒林村卫生站1,1
乡鸭池村卫生站1,1
乡鸭池村卫生站3,1
镇桂树村卫生站1,1
镇铧头村卫生站1,1
鹤童医药超,1
场村卫生站3,1
东坡区崇礼镇韩宾,1
东坡区悦兴镇罗家村卫生站1,1
镇铧头村卫生站2,1
东坡区悦兴镇马堰村卫生站5,1
东坡区悦兴镇马堰村卫生站4,1
东坡区悦兴镇马堰村卫生站3,1
东坡区悦兴镇马堰村卫生站2,1
东坡区悦兴镇马堰村卫生站1,1
东坡区悦兴镇莲墩村卫生站2,1
东坡区悦兴镇莲墩村卫生站1,1
东坡区悦兴镇罗家村卫生站2,1
力争村卫生站1,1
谌银,1
镇新风村卫生站,1
镇宋堰村卫生站1,1
镇莲花村卫生站2,1
镇莲池村卫生站3,1
镇莲池村卫生站2,1
镇莲池村卫生站1,1
镇石沱村卫生站5,1
镇石沱村卫生站2,1
镇石沱村卫生站1,1
店村卫生站2,1
东坡区柳圣乡八井村卫生站,1
全意村卫生站,1
云阁,1
镇大林村卫生站4,1
顺河镇白云,1
镇百家村卫生站,1
文星村卫生站2,1
文星村卫生站1,1
镇凉风村卫生站2,1
龙池村卫生站1,1
山村卫生站2,1
东坡区万胜镇祝,1
家村卫生站2,1
家村卫生站1,1
高桥镇油房村卫生室,1
镇万冲村卫生站2,1
山祠村卫生站3,1
镇长坝村卫生室,1
镇月池村卫生室,1
高寺村卫生室,1
区小河口镇红梅,1
区小河口镇,1
区小河口镇共和,1
区小河口镇三合,1
三烈乡黄家坡村卫生室,1
东关村卫生站,1
镇茶店村卫生站1,1
高桥镇松柏,1
乡丛林村卫生站1,1
镇大林村卫生站2,1
村赖天,1
镇万冲村卫生站1,1
镇桐坡村卫生站,1
曾庙村卫生站,1
镇宋程,1
镇新桥村卫生站3,1
镇新桥村卫生站2,1
镇新桥村卫生站1,1
山祠村卫生站2,1
五星村卫生站2,1
镇大林村卫生站6,1
镇大林村卫生站1,1
山祠村卫生站1,1
五星村卫生站3,1
镇大林村卫生站,1
镇石马村卫生站1,1
林梗村卫生站,1
华藏,1
镇付庙村卫生站3,1
镇付庙村卫生站2,1
镇大林村卫生站5,1
镇大林村卫生站3,1
陶跃全,1
绿园卓研,1
绿园丁晓林,1
高振才中医内科诊所,1
镇双桥村卫生站1,1
东坡区柳圣乡八井村卫生站2,1
力争村卫生站2,1
村刘娟卫生室,1
立本,1
喜胜村卫生站,1
靳氏仁,1
至和堂中医诊所,1
镇革新,1
镇金钩村卫生,1
江县仓山镇望,1
五冶集团有限公司医院,1
镇大林村卫生,1
山镇金银,1
镇猫儿沟村卫生,1
疾病预防控制中心附属门诊部,1
成都局集团有限公司成都,1
第十研究所,1
第二十九研究所,1
民航飞行,1
中国核动力研究设计,1
国电集团公司成都热电厂卫生所,1
镇红豆村卫生,1
会龙镇桐棉,1
江县仓山镇大栗山村卫生站,1
镇竹园村卫生,1
复兴乡群英,1
会龙镇红,1
会龙镇犁山,1
严陵镇新塘村卫生站,1
严陵镇双柏,1
严章中医诊所,1
镇百福,1
镇红土,1
力争村卫生站3,1
镇魁山村卫生站,1
会龙镇联盟村卫生站,1
十九冶集团有限公司职工医院,1
会龙镇柳叶,1
江县仓山镇柏垭村卫生站,1
材源,1
会龙镇双井村卫生站,1
会龙镇五福,1
江县仓山镇黄,1
江县仓山镇骑龙,1
江县仓山镇香樟,1
江县仓山镇飞乌,1
江县仓山镇金佛寺村卫生站,1
江县仓山镇甘露,1
陈玉鹏诊所,1
江县仓山镇太阳,1
镇张槽村卫生站4,1
区碧山乡凉水,1
山埂村卫生站3,1
江县仓山镇偏偏店村卫生站,1
江县仓山镇倒碑垭村卫生站,1
江县仓山镇三江,1
碑村卫生站,1
江县仓山镇三合,1
严俊峰中医骨伤诊所,1
两河镇黄,1
两河镇新,1
断桥村卫生站,1
镇高丰村卫生站2,1
镇高丰村卫生站1,1
镇蔬菜村卫生站4,1
镇蔬菜村卫生站3,1
镇蔬菜村卫生站2,1
镇石佛村卫生站2,1
镇石佛村卫生站1,1
塘村卫生站3,1
塘村卫生站2,1
塘村卫生站1,1
镇永胜村卫生站3,1
镇永胜村卫生站2,1
镇双桥村卫生站5,1
区刘聪妇科诊所,1
坝村卫生站5,1
王萍口腔诊所,1
山梗村卫生站1,1
镇菜子湾村卫生站,1
坝村卫生站3,1
坝村卫生站2,1
坝村卫生站1,1
东坡区柳圣乡石榴村卫生站4,1
东坡区柳圣乡石榴村卫生站2,1
东坡区柳圣乡石榴村卫生站1,1
东坡区柳圣乡楠,1
镇高丰村卫生站3,1
江县仓山镇响滩村卫生站,1
镇双桥村卫生站4,1
镇张槽村卫生站3,1
高新园区张振成,1
镇刘家沟村卫生站,1
金山村卫生站,1
石油机械厂卫生所,1
东方医院炼油厂门诊部,1
东方医院潆溪,1
渔洞村第三,1
民主村第三,1
镇东亭村卫生,1
镇高丰村卫生站4,1
江县仓山镇双碑村卫生站,1
范俊芳卫生室,1
镇对坡村卫生站1,1
严陵镇联合,1
青山乡青山村郝建,1
高新园区刘,1
农林村卫生站,1
村卫生站6,1
乡大佛村卫生站2,1
盘鳌,1
镇铁炉村卫生站3,1
镇铁炉村卫生站2,1
镇铁炉村卫生站1,1
楼村卫生站3,1
村张俊成,1
楼村卫生站1,1
镇对坡村卫生站3,1
钟正方,1
陈万福,1
村李国臣卫生所,1
村张辉卫生所,1
杨玉臣卫生所,1
徐晶威,1
黑林镇东胜村闫,1
黄泥河村卫生室,1
黄殿玉,1
明侠西医妇科诊所,1
孙吉娜西医内科诊所,1
山埂村卫生站2,1
鸭园,1
龙潭吴,1
高新园区王明,1
陈惠,1
汇好综合门诊部,1
张爱香,1
高新园区陈,1
高新园区郭枫,1
郑丽君西医内科诊所,1
高新园区许连才中医内科诊所,1
高新园区许敬民,1
高新园区王震中医,1
乡金花村卫生站,1
许丽娟西医内科诊所,1
宋桂芹西医内科诊所,1
高新园区李海,1
龙潭姜爱欣西医内科诊所,1
高新园区李丽中医内科诊所,1
村李海军卫生所,1
村李士强,1
张淑兰西医妇科诊所,1
凤珍西医妇科诊所,1
龙潭庞英西医内科诊所,1
龙潭尹彦庚西医内科诊所,1
高新园区王文,1
高新园区桑树贤中医内科诊所,1
龙潭吴兴业,1
区王宇口腔诊所,1
孙亚男,1
山镇黑牛,1
镇付屯村,1
龙潭刘荣弟西医内科诊所,1
龙潭刘淑君西医内科诊所,1
龙潭刘振,1
龙潭冯光,1
龙潭侯惠英中医内科诊所,1
任丽娟西医妇科诊所,1
村李天明,1
蔺桂清,1
录山村卫生室,1
密峰镇,1
前街社区卫生服务中心,1
山镇六间,1
山镇三合,1
山镇七一,1
高新园区戴鹤君中医内科诊所,1
高新园区徐荣军中医内科诊所,1
高新园区张秀英中医诊所,1
高新园区张秀芳西医内科诊所,1
郑素芬中医内科诊所,1
吴素花,1
共益,1
区董国,1
青山乡青山村赵士宏,1
许向俊,1
区李秀环,1
区曾桂荣妇科诊所,1
新奥口腔门诊部,1
区刘晶口腔诊所,1
经济开发区晟新,1
和护理院,1
同康老年,1
中医院驻靖宇,1
区王海英中医骨伤诊所,1
区刘秀芝妇科诊所,1
哈丽君中医内科诊所,1
镇对坡村卫生站2,1
青山乡青山村王艳华,1
露水河镇孙,1
露水河镇吴昊口腔诊所,1
露水河,1
雪山镇新民,1
鞠华,1
鞠艳芝中医按摩诊所,1
顺康中医诊所,1
子村张家,1
杨木,1
常春,1
高新园区孙凤,1
万敏中医,1
镇狮子村,1
高新园区夏澍西医内科诊所,1
喜清,1
史金玉,1
高新园区刘秉政中医内科诊所,1
高新园区刘淑芬西医内科诊所,1
高新园区刘忠林中医内科诊所,1
秀清西医妇科诊所,1
颐针堂中医诊所,1
众恒,1
高新园区于雷,1
高新园区于茜西医内科诊所,1
丁娜西医内科诊所,1
吕端杰中医骨伤科诊所,1
守庭中医诊所,1
马鞍山村卫生所,1
桂芬中医皮肤科诊所,1
行政村王,1
马占荣西医内科诊所,1
乡太平川,1
张文利,1
龙潭彭淑清西医内科诊所,1
塘乡白果,1
西湃村卫生站2,1
三台县下,1
万和缘药业简阳,1
沙滩镇小河口,1
万源市茶垭乡李家沟村卫生室,1
龙吟村卫生,1
镇金马村卫生,1
镇石庙村卫生,1
池村陈仲超卫生室,1
三元乡大,1
万源市鹰背乡瓦子坪村卫生室,1
万源市鹰背乡,1
万源市长,1
高新园区孔繁颖西医内科诊所,1
三台县东,1
水井村卫生,1
西湃村卫生站3,1
万源市茶垭乡李家坝村卫生室,1
万源市茶垭乡,1
花萼乡,1
万源市罗,1
罐坝乡,1
万源市石窝乡五显庙村卫生室,1
万源市石人,1
万源市皮窝乡,1
万源市钟亭乡,1
高新园区孔秋华西医内科诊所,1
乐加乡,1
龙潭徐,1
龙潭赵金,1
主坝,1
黄代碧,1
童祥刚卫生室,1
乡凉水井村卫生,1
乡胡家沟村卫生,1
四方碑村卫生,1
上元,1
维美,1
三烈镇对坡村,1
三泉乡金山村卫生室,1
冯光辉口腔诊所,1
三台县协和,1
铁佛寺村卫生站,1
三台县高,1
三台县郪江,1
三台县百顷镇,1
潼川镇老百姓大药房,1
三台县永明,1
三台县永,1
三台县柳池镇,1
三台县曙光,1
三台县宝泉乡,1
乐加乡柏林村卫生,1
三台县黎曙,1
三台县云,1
万源市永宁乡柏树,1
三台县双胜镇,1
七宝寺镇王家嘴村卫生站,1
七宝寺镇大茅坪村卫生站,1
七宝寺镇大石坝村卫生站,1
七宝寺镇何家祠村卫生站,1
七宝寺镇七宝寺村卫生站,1
60牛佛镇,1
龙潭魏素玲西医内科诊所,1
沙滩,1
谱子岭村卫生室,1
高艳玲西医内科诊所,1
龙潭赵立志,1
镇狮子村赖景财卫生室,1
龙潭蔡宏涛口腔科诊所,1
龙潭蒋,1
龙潭由甲申,1
王立德肛肠科诊所,1
岱秋西医内科诊所,1
王世杰西医内科诊所,1
李纯芳西医内科诊所,1
龙潭陈宇西医内科诊所,1
龙潭赵金凤,1
三台县城北,1
万源市蒲志礼,1
三台县双,1
区杨湾乡刘浩,1
三台县上,1
瓜子沟村卫生站,1
七宝寺镇白虎沟村卫生站,1
沙镇油,1
万源市永宁乡张家坝村卫生室,1
万源市永宁乡喻家坝村卫生站,1
庙坝村卫生站,1
万源市永宁乡三,1
简城镇万和,1
区张磊诊所,1
毕孝将,1
乡后河村卫生室,1
庙子乡东岳庙村卫生站,1
官渡镇王,1
邹建华诊所,1
万源市大,1
七宝寺镇百,1
刘传,1
万源市八,1
乡陈家河村卫生站,1
万源市柳,1
万源市杨万朗,1
区是知堂药行,1
区张文英诊所,1
七宝寺镇,1
龙潭权正,1
区张远清,1
区杨波诊所,1
道床,1
七宝寺镇石,1
会龙镇解放村卫生站,1
会龙镇陨石,1
会龙镇青杠村卫生站,1
区杨玉明诊所,1
区杨湾乡长虹,1
区杨湾乡长春,1
龙潭曹延,1
天缘药店中医坐堂医诊所,1
万和缘药业简阳市,1
龙潭徐彦伟西医内科诊所,1
区杨俊柏,1
区杜晓明诊所,1
区李建忠中医诊所,1
区朱鸿飞诊所,1
区朱应发,1
区曾伦全,1
曹彬诊所,1
显岷,1
区杨湾乡红,1
区杨湾乡唐,1
汪栋明诊所,1
代智磊口腔诊所,1
毛益,1
区张亚,1
凌卓,1
街道办事处大佛,1
土主,1
区杨湾乡陶,1
区杨环,1
镇黄荆,1
街道办事处柏杨,1
程树,1
程建斌诊所,1
福寿堂大药房中医坐堂医诊所,1
区石曦诊所,1
济琛诊所,1
镇高岩村卫生室,1
镇桐麻,1
区王进,1
区王立山,1
区王淑君,1
区王洪,1
区王永红,1
龙潭曹春珍西医内科诊所,1
兴乡梨园村卫生站,1
李正肃,1
欣欣诊所,1
水口镇雷坝村卫生室,1
毛学文,1
区刘正伦,1
登玉,1
镇石桥冲村卫生室,1
区棉竹,1
街道办事处茶坊社区卫生室,1
德盛堂零售连锁,1
区潘文,1
四味药房,1
毛萍诊所,1
周厚乾,1
区王德,1
余茂林,1
龙潭朴尚林,1
大渡河,1
美龄健康管理有限公司医疗美容诊所,1
五通桥血栓病医院,1
五通桥东风,1
工农村卫生,1
唐明星,1
区熊晓丽,1
镇石景,1
区张俊成,1
区尹桂英诊所,1
魏玉琢肛肠科诊所,1
子镇白果,1
董玉芝西医内科诊所,1
乐至县回澜镇五台,1
河镇贾托,1
河镇甘密,1
沙觉,1
义刚诊所,1
丽雅康口腔诊所,1
丹棱吴氏诊所,1
虎皮寨村卫生站,1
虎皮寨村卫生,1
界牌村卫生站,1
全胜乡八块田村卫生,1
区刘明德,1
乐山市五通桥区看守所,1
李加,1
川口腔诊所,1
区凌云乡双福,1
区吴德,1
区吕光轩诊所,1
马洪刚诊所,1
叶永,1
叶智勇诊所,1
剑峰乡联合,1
丹棱县石桥乡,1
乐山市天主教,1
沙湾沫若苑,1
丹棱县杨场镇杨坝村卫生,1
乐加乡白果,1
区九峰镇,1
区乔学军口腔诊所,1
区凌云乡三尊,1
镇徐友根中医诊所,1
冷晓琴诊所,1
关庙乡,1
镇石梯村卫生室,1
区佘兴华诊所,1
区何涛口腔诊所,1
区九峰镇尖山村卫生室,1
剑峰乡,1
外国语小学医务室,1
全胜乡大石岩村卫生室,1
全胜乡八块田村卫生室,1
乐山市五通桥区精神病医院,1
镇香超寺村卫生室,1
区胡强诊所,1
元兴乡五,1
乡丁家咀村卫生,1
全胜乡落羊湾村卫生室,1
全胜乡罗家沟村卫生室,1
全胜乡棬子坝村卫生,1
区凌云乡邓奄村卫生室,1
镇马桑坡村卫生室,1
镇观音岩村卫生室,1
四叉柏,1
艾诺口腔医疗美容诊所,1
团灯坝村卫生室,1
场镇黄龙湾村卫生室,1
场镇魏家坝村卫生室,1
场镇红星村卫生室,1
场镇石缸湾村卫生室,1
场镇石缸湾村卫生,1
场镇卖柴垭村卫生室,1
鸿盛堂中医门诊部,1
乐山驳骨堂,1
工贸总公司医院,1
镇青杠村卫生室,1
乐至县双河场乡燃灯,1
职业技术学院附属医院斑竹,1
鑫灝医院,1
徐树权,1
全胜乡麻柳沟村卫生室,1
氏祠村卫生室,1
苏稽镇新联村第二卫生室,1
乡三河咀村卫生室,1
川主庙村卫生室,1
乐至县回澜镇大埝塘村卫生,1
区凌云乡徐,1
利康中医坐堂医诊所,1
镇新都,1
回龙寺村卫生室,1
乐至县回澜镇冷家坝村卫生室,1
乐至县双河场乡冷家坝村卫生室,1
陶家村卫生室,1
乐至县劳动镇远,1
乐至县劳动镇老观音,1
礼贤祠村卫生室,1
乐至县劳动镇石宝,1
乐至县劳动镇牛角沟村卫生室,1
乐至县双河场乡石庙子村卫生,1
乐至县双河场乡殷家庙村卫生室,1
法礼,1
鼓楼村卫生室,1
镇茅沟村卫生室,1
乡灶王庙村卫生室,1
乡模范,1
乡九龙寺村卫生室,1
乡九洞寺村卫生室,1
沙湾踏水,1
沙湾碧山,1
龙腹路,1
寺跃湾村卫生,1
乐至县劳动镇向家寨村卫生室,1
乐至县回澜镇土桥铺村卫生,1
区刘文华诊所,1
镇新兴村第二卫生室,1
乐加乡金鸭,1
江县普兴镇三,1
乐山市杏仁药房中医坐堂医诊所,1
区黄建国,1
区魏廷益,1
远崃,1
区马忠明诊所,1
少东,1
区陈明瑛诊所,1
区陈建军诊所,1
区陈小,1
区碧山乡踩泥村卫生室,1
区碧山乡两河口,1
邓波诊所,1
